"Year","data","median","LB","UB"
2008,5273,5272.5,5272,5273
2009,4814,4705.70228139606,4423.19091567865,4916.08003114101
2010,4482,4482.72218719019,4317.12510054924,4713.88213562625
2011,4403,4479.73126963737,4327.60389759609,4662.01293765172
2012,4414,4447.96352935938,4295.33147930899,4611.95137414256
2013,4402,4406.29837417305,4250.4628571384,4564.47762778797
2014,4380,4359.07946830467,4202.15653656266,4517.20259666663
2015,4261,4306.51571292436,4153.460108272,4463.28340099279
2016,4238,4251.2584960874,4091.74378836832,4405.530000031
2017,4210,4193.07254768158,4039.83662093843,4356.15393021027
2018,4157,4135.61105234732,3984.59430308028,4299.88760202676
2019,4126,4072.56317793707,3924.588408625,4262.15582198108
2020,3450,4011.79478032953,3860.16867508039,4203.5640914431
2021,4201,3946.76712863068,3794.53247450783,4154.85733881504
2022,4419,3881.72063916035,3722.55048028625,4103.93672746312
2023,NA,3819.71296230013,3650.94591632971,4063.01701625254
2024,NA,3751.53761863502,3572.87980760908,4016.97430654626
2025,NA,3687.53801620927,3502.10078840578,3968.74953285295
2026,NA,3623.49469482265,3420.68103163134,3928.10412074311
2027,NA,3556.74957429124,3347.16362343576,3883.10599162737
2028,NA,3495.69947566914,3268.9265924794,3836.92813218539
2029,NA,3427.80278718349,3203.48033033374,3794.27295270393
2030,NA,3368.14424959427,3133.91133260686,3755.18961199509
